Index,Number,Type
1578,852267,Odd
1579,532067,Odd
1580,294490,Even
1581,269002,Even
1582,21566,Even
1583,686712,Even
1584,172613,Odd
1585,503530,Even
1586,967193,Odd
1587,685830,Even
1588,977172,Even
1589,534609,Odd
1590,140224,Even
1591,11111,Odd
1592,715022,Even
1593,159967,Odd
1594,720030,Even
1595,903135,Odd
1596,490486,Even
1597,718693,Odd
1598,861051,Odd
1599,708253,Odd
1600,270539,Odd
1601,485759,Odd
1602,766931,Odd
1603,89208,Even
1604,402592,Even
1605,14007,Odd
1606,733760,Even
1607,706694,Even
1608,103941,Odd
1609,818462,Even
1610,938525,Odd
1611,437732,Even
1612,464959,Odd
1613,128606,Even
1614,243455,Odd
1615,393768,Even
1616,375730,Even
1617,366137,Odd
1618,423121,Odd
1619,883204,Even
1620,408991,Odd
1621,252579,Odd
1622,598326,Even
1623,606090,Even
1624,586318,Even
1625,126955,Odd
1626,543572,Even
1627,914039,Odd
1628,924051,Odd
1629,513519,Odd
1630,646473,Odd
1631,786892,Even
1632,802435,Odd
1633,262510,Even
1634,970511,Odd
1635,636211,Odd
1636,658610,Even
1637,100418,Even
1638,972975,Odd
1639,390670,Even
1640,537496,Even
1641,194211,Odd
1642,623194,Even
1643,239091,Odd
1644,153948,Even
1645,100273,Odd
1646,877821,Odd
1647,619299,Odd
1648,799927,Odd
1649,563909,Odd
1650,794803,Odd
1651,61189,Odd
1652,985148,Even
1653,83004,Even
1654,586092,Even
1655,726539,Odd
1656,377670,Even
1657,479655,Odd
1658,779558,Even
1659,397066,Even
1660,162696,Even
1661,966405,Odd
1662,536644,Even
1663,596239,Odd
1664,967914,Even
1665,780743,Odd
1666,298544,Even
1667,919454,Even
1668,758741,Odd
1669,490731,Odd
1670,149626,Even
1671,765681,Odd
1672,157239,Odd
1673,77350,Even
1674,90806,Even
1675,124667,Odd
1676,610459,Odd
1677,339621,Odd
1678,737397,Odd
1679,896119,Odd
1680,175902,Even
1681,353635,Odd
1682,7329,Odd
1683,798901,Odd
1684,372668,Even
1685,675210,Even
1686,464519,Odd
1687,462968,Even
1688,520907,Odd
1689,253545,Odd
1690,728555,Odd
1691,397201,Odd
1692,323148,Even
1693,943000,Even
1694,806282,Even
1695,255967,Odd
1696,857988,Even
1697,410486,Even
1698,603313,Odd
1699,221335,Odd
1700,750475,Odd
1701,801464,Even
1702,423014,Even
1703,855139,Odd
1704,96485,Odd
1705,103225,Odd
1706,963562,Even
1707,234060,Even
1708,558626,Even
1709,91083,Odd
1710,350693,Odd
1711,864917,Odd
1712,265054,Even
1713,86421,Odd
1714,25337,Odd
1715,984422,Even
1716,205310,Even
1717,80992,Even
1718,582794,Even
1719,764111,Odd
1720,504950,Even
1721,16902,Even
1722,526775,Odd
1723,54757,Odd
1724,496317,Odd
1725,678971,Odd
1726,711848,Even
1727,220213,Odd
1728,826242,Even
1729,223481,Odd
1730,262548,Even
1731,958544,Even
1732,530265,Odd
1733,737315,Odd
1734,688649,Odd
1735,507500,Even
1736,626005,Odd
1737,16140,Even
1738,287520,Even
1739,732917,Odd
1740,107956,Even
1741,825834,Even
1742,250731,Odd
1743,668136,Even
1744,108599,Odd
1745,550145,Odd
1746,276476,Even
1747,919143,Odd
1748,543150,Even
1749,731971,Odd
1750,761995,Odd
1751,696877,Odd
1752,906144,Even
1753,892388,Even
1754,205839,Odd
1755,470014,Even
1756,971082,Even
1757,227980,Even
1758,968180,Even
1759,863490,Even
1760,400269,Odd
1761,690746,Even
1762,118515,Odd
1763,547588,Even
1764,9564,Even
1765,837853,Odd
1766,371754,Even
1767,65219,Odd
1768,907245,Odd
1769,169071,Odd
1770,202689,Odd
1771,958630,Even
1772,17777,Odd
1773,82700,Even
1774,662265,Odd
1775,357364,Even
1776,924178,Even
1777,593610,Even
1778,788825,Odd
1779,264506,Even
1780,391475,Odd
1781,853106,Even
1782,964680,Even
1783,67319,Odd
1784,709345,Odd
1785,659775,Odd
1786,401801,Odd
1787,424475,Odd
1788,872406,Even
1789,61325,Odd
1790,542804,Even
1791,920246,Even
1792,424332,Even
1793,557486,Even
1794,553197,Odd
1795,428000,Even
1796,25727,Odd
1797,957697,Odd
1798,197404,Even
1799,977645,Odd
1800,692996,Even
1801,962716,Even
1802,768751,Odd
1803,139146,Even
1804,737897,Odd
1805,152420,Even
1806,298646,Even
1807,703276,Even
1808,220039,Odd
1809,604847,Odd
1810,885907,Odd
1811,811944,Even
1812,948003,Odd
1813,897419,Odd
1814,201663,Odd
1815,66988,Even
1816,973722,Even
1817,10743,Odd
1818,964059,Odd
1819,263101,Odd
1820,736835,Odd
1821,67004,Even
1822,335783,Odd
1823,466263,Odd
1824,573526,Even
1825,133376,Even
1826,96962,Even
1827,267493,Odd
1828,818988,Even
1829,303731,Odd
1830,488002,Even
1831,448496,Even
1832,416959,Odd
1833,975999,Odd
1834,186546,Even
1835,639389,Odd
1836,408464,Even
1837,47930,Even
1838,742676,Even
1839,113921,Odd
1840,637724,Even
1841,776622,Even
1842,473741,Odd
1843,921297,Odd
1844,625937,Odd
1845,170941,Odd
1846,556927,Odd
1847,134304,Even
1848,513987,Odd
1849,27529,Odd
1850,353695,Odd
1851,22005,Odd
1852,972146,Even
1853,151087,Odd
1854,496096,Even
1855,684111,Odd
1856,860540,Even
1857,665883,Odd
1858,585254,Even
1859,360973,Odd
1860,514076,Even
1861,426063,Odd
1862,719697,Odd
1863,235103,Odd
1864,545902,Even
1865,672115,Odd
1866,864818,Even
1867,857774,Even
1868,88637,Odd
1869,837908,Even
1870,744737,Odd
1871,867603,Odd
1872,789521,Odd
1873,9439,Odd
1874,804029,Odd
1875,308907,Odd
1876,369384,Even
1877,761562,Even
1878,605474,Even
1879,755278,Even
1880,40052,Even
1881,725548,Even
1882,466016,Even
1883,438041,Odd
1884,270267,Odd
1885,932723,Odd
1886,877569,Odd
1887,592577,Odd
1888,975192,Even
1889,756266,Even
1890,511572,Even
1891,575492,Even
1892,488759,Odd
1893,646562,Even
1894,381755,Odd
1895,217983,Odd
1896,298299,Odd
1897,57255,Odd
1898,755610,Even
1899,523332,Even
1900,127026,Even
1901,563536,Even
1902,259635,Odd
1903,721780,Even
1904,656809,Odd
1905,349786,Even
1906,289152,Even
1907,26568,Even
1908,115937,Odd
1909,679668,Even
1910,464219,Odd
1911,972638,Even
1912,216069,Odd
1913,369051,Odd
1914,132848,Even
1915,309061,Odd
1916,249610,Even
1917,227452,Even
1918,770995,Odd
1919,331943,Odd
1920,455505,Odd
1921,858638,Even
1922,860995,Odd
1923,197093,Odd
1924,752627,Odd
1925,341640,Even
1926,357274,Even
1927,910404,Even
1928,496708,Even
1929,912671,Odd
1930,838721,Odd
1931,999914,Even
1932,70646,Even
1933,179106,Even
1934,869999,Odd
1935,5819,Odd
1936,170141,Odd
1937,541464,Even
1938,758984,Even
1939,926472,Even
1940,126799,Odd
1941,247884,Even
1942,916401,Odd
1943,297672,Even
1944,547038,Even
1945,164443,Odd
1946,365718,Even
1947,304880,Even
1948,981027,Odd
1949,73110,Even
1950,365141,Odd
1951,72565,Odd
1952,35350,Even
1953,732148,Even
1954,937529,Odd
1955,966342,Even
1956,595879,Odd
1957,959523,Odd
1958,387185,Odd
1959,531168,Even
1960,414630,Even
1961,530288,Even
1962,874787,Odd
1963,495026,Even
1964,947712,Even
1965,852091,Odd
1966,537707,Odd
1967,543800,Even
1968,597875,Odd
1969,104665,Odd
1970,145760,Even
1971,556348,Even
1972,381207,Odd
1973,626009,Odd
1974,812259,Odd
1975,548968,Even
1976,239221,Odd
1977,239279,Odd
1978,598934,Even
1979,80021,Odd
1980,966403,Odd
1981,697485,Odd
1982,642387,Odd
1983,745346,Even
1984,47652,Even
1985,871795,Odd
1986,28934,Even
1987,473373,Odd
1988,173879,Odd
1989,764093,Odd
1990,848234,Even
1991,952288,Even
1992,383352,Even
1993,579881,Odd
1994,287240,Even
1995,326535,Odd
1996,794511,Odd
1997,41668,Even
1998,696234,Even
1999,822617,Odd
2000,611272,Even
2001,747055,Odd
2002,484224,Even
2003,875719,Odd
2004,698458,Even
2005,344429,Odd
2006,589215,Odd
2007,990885,Odd
2008,522996,Even
2009,433421,Odd
2010,137396,Even
2011,5145,Odd
2012,390661,Odd
2013,162484,Even
2014,398096,Even
2015,968853,Odd
2016,183990,Even
2017,217231,Odd
2018,482355,Odd
2019,810135,Odd
2020,592225,Odd
2021,619421,Odd
2022,572469,Odd
2023,373655,Odd
2024,404174,Even
2025,293101,Odd
2026,595269,Odd
2027,567277,Odd
2028,309947,Odd
2029,626095,Odd
2030,997735,Odd
2031,250017,Odd
2032,97904,Even
2033,542556,Even
2034,192737,Odd
2035,756673,Odd
2036,344933,Odd
2037,652425,Odd
2038,740313,Odd
2039,935016,Even
2040,60180,Even
2041,465249,Odd
2042,937256,Even
2043,797247,Odd
2044,967848,Even
2045,86790,Even
2046,27473,Odd
2047,640677,Odd
2048,297866,Even
2049,185289,Odd
2050,579593,Odd
2051,816005,Odd
2052,138958,Even
2053,129576,Even
2054,460972,Even
2055,272031,Odd
2056,502002,Even
2057,280058,Even
2058,766413,Odd
2059,148692,Even
2060,559452,Even
2061,371488,Even
2062,707362,Even
2063,389666,Even
2064,77702,Even
2065,438587,Odd
2066,876367,Odd
2067,570335,Odd
2068,852331,Odd
2069,680017,Odd
2070,851013,Odd
2071,910648,Even
2072,662160,Even
2073,224394,Even
2074,932926,Even
2075,188216,Even
2076,746231,Odd
2077,390337,Odd
2078,311611,Odd
2079,429262,Even
2080,510429,Odd
2081,349214,Even
2082,757733,Odd
2083,320235,Odd
2084,725630,Even
2085,739864,Even
2086,374153,Odd
2087,782215,Odd
2088,330891,Odd
2089,795321,Odd
2090,637337,Odd
2091,491686,Even
2092,607497,Odd
2093,756627,Odd
2094,829899,Odd
2095,540176,Even
2096,404452,Even
2097,429101,Odd
2098,664080,Even
2099,353734,Even
2100,842567,Odd
2101,272150,Even
2102,355280,Even
2103,608029,Odd
2104,929491,Odd
2105,416068,Even
2106,703927,Odd
2107,917650,Even
2108,784036,Even
2109,431615,Odd
2110,658283,Odd
2111,132588,Even
2112,680687,Odd
2113,629187,Odd
2114,576150,Even
2115,305525,Odd
2116,316957,Odd
2117,821701,Odd
2118,955186,Even
2119,695296,Even
2120,621752,Even
2121,516660,Even
2122,461596,Even
2123,255068,Even
2124,485897,Odd
2125,943033,Odd
2126,643569,Odd
2127,167313,Odd
2128,120856,Even
2129,363808,Even
2130,926666,Even
2131,398902,Even
2132,908971,Odd
2133,297636,Even
2134,800339,Odd
2135,510929,Odd
2136,692045,Odd
2137,711868,Even
2138,25741,Odd
2139,693526,Even
2140,902338,Even
2141,792882,Even
2142,950718,Even
2143,56525,Odd
2144,671649,Odd
2145,52773,Odd
2146,25341,Odd
2147,738051,Odd
2148,748380,Even
2149,62797,Odd
2150,976242,Even
2151,171455,Odd
2152,572972,Even
2153,865686,Even
2154,494637,Odd
2155,879445,Odd
2156,19157,Odd
2157,249026,Even
2158,976779,Odd
2159,850935,Odd
2160,405154,Even
2161,993357,Odd
2162,641364,Even
2163,334874,Even
2164,424587,Odd
2165,459823,Odd
2166,416291,Odd
2167,117217,Odd
2168,204767,Odd
2169,459292,Even
2170,101944,Even
2171,190008,Even
2172,396522,Even
2173,622014,Even
2174,273091,Odd
2175,174884,Even
2176,612771,Odd
2177,740365,Odd
2178,271783,Odd
2179,511222,Even
2180,432004,Even
2181,68410,Even
2182,45506,Even
2183,280981,Odd
2184,65322,Even
2185,108673,Odd
2186,148549,Odd
2187,640512,Even
2188,832555,Odd
2189,179554,Even
2190,328017,Odd
2191,81472,Even
2192,26824,Even
2193,685592,Even
2194,889831,Odd
2195,327115,Odd
2196,531960,Even
2197,118489,Odd
2198,713604,Even
2199,614551,Odd
2200,537852,Even
2201,605887,Odd
2202,305635,Odd
2203,238591,Odd
2204,642515,Odd
2205,991144,Even
2206,820327,Odd
2207,499915,Odd
2208,570935,Odd
2209,336232,Even
2210,936,Even
2211,136400,Even
2212,528005,Odd
2213,824933,Odd
2214,77658,Even
2215,296071,Odd
2216,972887,Odd
2217,675620,Even
2218,55695,Odd
2219,123870,Even
2220,373967,Odd
2221,179445,Odd
2222,426172,Even
2223,740576,Even
2224,283887,Odd
2225,22292,Even
2226,360080,Even
2227,659397,Odd
2228,172435,Odd
2229,847988,Even
2230,227943,Odd
2231,805124,Even
2232,29846,Even
2233,903175,Odd
2234,862707,Odd
2235,317418,Even
2236,246233,Odd
2237,51348,Even
2238,835155,Odd
2239,531978,Even
2240,342270,Even
2241,715045,Odd
2242,428503,Odd
2243,820919,Odd
2244,846275,Odd
2245,103803,Odd
2246,64056,Even
2247,362839,Odd
2248,186779,Odd
2249,536410,Even
2250,852091,Odd
2251,794823,Odd
2252,833465,Odd
2253,606756,Even
2254,58967,Odd
2255,241304,Even
2256,356450,Even
2257,711890,Even
2258,237839,Odd
2259,313411,Odd
2260,376752,Even
2261,165822,Even
2262,191207,Odd
2263,391710,Even
2264,577462,Even
2265,534687,Odd
2266,381137,Odd
2267,258674,Even
2268,806766,Even
2269,226638,Even
2270,578921,Odd
2271,36838,Even
2272,443597,Odd
2273,316311,Odd
2274,773578,Even
2275,933801,Odd
2276,847719,Odd
2277,908185,Odd
2278,499294,Even
2279,46835,Odd
2280,327477,Odd
2281,320549,Odd
2282,188765,Odd
2283,665853,Odd
2284,48486,Even
2285,472785,Odd
2286,167338,Even
2287,140165,Odd
2288,440906,Even
2289,618053,Odd
2290,676509,Odd
2291,146329,Odd
2292,774091,Odd
2293,689533,Odd
2294,257671,Odd
2295,111015,Odd
2296,556742,Even
2297,98918,Even
2298,472823,Odd
2299,609777,Odd
2300,61943,Odd
2301,257397,Odd
2302,329432,Even
2303,381793,Odd
2304,973649,Odd
2305,843199,Odd
2306,912568,Even
2307,531706,Even
2308,857796,Even
2309,676356,Even
2310,7104,Even
2311,635946,Even
2312,922753,Odd
2313,126859,Odd
2314,479079,Odd
2315,437458,Even
2316,387106,Even
2317,446837,Odd
2318,93455,Odd
2319,292725,Odd
2320,506597,Odd
2321,593519,Odd
2322,390710,Even
2323,568825,Odd
2324,558219,Odd
2325,576218,Even
2326,518495,Odd
2327,306983,Odd
2328,820372,Even
2329,37271,Odd
2330,537781,Odd
2331,465153,Odd
2332,685258,Even
2333,653054,Even
2334,130908,Even
2335,803892,Even
2336,755938,Even
2337,916528,Even
2338,907333,Odd
2339,623141,Odd
2340,64225,Odd
2341,366386,Even
2342,537011,Odd
2343,677677,Odd
2344,380297,Odd
2345,829821,Odd
2346,842164,Even
2347,476099,Odd
2348,738792,Even
2349,930,Even
2350,683633,Odd
2351,449557,Odd
2352,199833,Odd
2353,691249,Odd
2354,881208,Even
2355,28824,Even
2356,458744,Even
2357,51187,Odd
2358,915276,Even
2359,867424,Even
2360,429675,Odd
2361,208075,Odd
2362,844054,Even
2363,763575,Odd
2364,375965,Odd
2365,913900,Even
2366,611298,Even
2367,385062,Even
2368,672317,Odd
2369,131107,Odd
2370,564784,Even
2371,269218,Even
2372,310607,Odd
2373,562478,Even
2374,27786,Even
2375,505342,Even
2376,418632,Even
2377,803122,Even
2378,778006,Even
2379,533772,Even
2380,267179,Odd
2381,87408,Even
2382,171324,Even
2383,2127,Odd
2384,416474,Even
2385,602889,Odd
2386,723335,Odd
2387,874772,Even
2388,765135,Odd
2389,51153,Odd
2390,144143,Odd
2391,278320,Even
2392,790975,Odd
2393,794357,Odd
2394,281129,Odd
2395,446364,Even
2396,920252,Even
2397,58687,Odd
2398,815551,Odd
2399,827484,Even
2400,976674,Even
2401,139537,Odd
2402,147730,Even
2403,459435,Odd
2404,836402,Even
2405,568581,Odd
2406,683760,Even
2407,850397,Odd
2408,529629,Odd
2409,801521,Odd
2410,276954,Even
2411,309059,Odd
2412,882559,Odd
2413,678750,Even
2414,600584,Even
2415,811875,Odd
2416,63470,Even
2417,768125,Odd
2418,343050,Even
2419,135028,Even
2420,614315,Odd
2421,352910,Even
2422,375373,Odd
2423,434461,Odd
2424,89937,Odd
2425,975113,Odd
2426,946821,Odd
2427,536946,Even
2428,221123,Odd
2429,874519,Odd
2430,669154,Even
2431,345713,Odd
2432,987094,Even
2433,924902,Even
2434,713102,Even
2435,434610,Even
2436,169078,Even
2437,526163,Odd
2438,287173,Odd
2439,812797,Odd
2440,985390,Even
2441,769195,Odd
2442,863031,Odd
2443,631044,Even
2444,419791,Odd
2445,562306,Even
2446,456890,Even
2447,892861,Odd
2448,569542,Even
2449,561330,Even
2450,871787,Odd
2451,644316,Even
2452,261378,Even
2453,708450,Even
2454,163668,Even
2455,409955,Odd
2456,93453,Odd
2457,723561,Odd
2458,184941,Odd
2459,767330,Even
2460,233141,Odd
2461,72107,Odd
2462,403535,Odd
2463,53027,Odd
2464,159637,Odd
2465,946187,Odd
2466,247720,Even
2467,451797,Odd
2468,621435,Odd
2469,818525,Odd
2470,194505,Odd
2471,980710,Even
2472,836721,Odd
2473,431278,Even
2474,987930,Even
2475,330686,Even
2476,235048,Even
2477,838292,Even
2478,876751,Odd
2479,846146,Even
2480,705300,Even
2481,712632,Even
2482,298158,Even
2483,251059,Odd
2484,847606,Even
2485,111400,Even
2486,821728,Even
2487,748910,Even
2488,629719,Odd
2489,476540,Even
2490,384819,Odd
2491,407350,Even
2492,649735,Odd
2493,528585,Odd
2494,817720,Even
2495,30560,Even
2496,247027,Odd
2497,131345,Odd
2498,593172,Even
2499,631085,Odd
2500,725514,Even
2501,113588,Even
2502,628247,Odd
2503,489810,Even
2504,574805,Odd
2505,364430,Even
2506,280196,Even
2507,334218,Even
2508,340759,Odd
2509,804566,Even
2510,565278,Even
2511,589198,Even
2512,598612,Even
2513,72610,Even
2514,486361,Odd
2515,338865,Odd
2516,446291,Odd
2517,861478,Even
2518,754780,Even
2519,48665,Odd
2520,675776,Even
2521,804814,Even
2522,516774,Even
2523,327337,Odd
2524,183951,Odd
2525,183105,Odd
2526,625394,Even
2527,913918,Even
2528,601850,Even
2529,945539,Odd
2530,938903,Odd
2531,532697,Odd
2532,201716,Even
2533,923859,Odd
2534,348219,Odd
2535,462901,Odd
2536,698703,Odd
2537,566793,Odd
2538,479068,Even
2539,639789,Odd
2540,742019,Odd
2541,702106,Even
2542,860494,Even
2543,938108,Even
2544,302456,Even
2545,995334,Even
2546,231725,Odd
2547,520985,Odd
2548,403863,Odd
2549,360882,Even
2550,997464,Even
2551,690765,Odd
2552,695186,Even
2553,961355,Odd
2554,399134,Even
2555,327108,Even
2556,745065,Odd
2557,583368,Even
2558,793710,Even
2559,261218,Even
2560,476452,Even
2561,837710,Even
2562,741247,Odd
2563,868037,Odd
2564,357721,Odd
2565,446448,Even
2566,962859,Odd
2567,864578,Even
2568,643658,Even
2569,942806,Even
2570,340487,Odd
2571,209173,Odd
2572,966548,Even
2573,634021,Odd
2574,814639,Odd
2575,750067,Odd
2576,544831,Odd
2577,462598,Even
2578,328035,Odd
2579,699552,Even
2580,144415,Odd
2581,275118,Even
2582,986053,Odd
2583,32101,Odd
2584,445103,Odd
2585,560060,Even
2586,411085,Odd
2587,276347,Odd
2588,986433,Odd
2589,679817,Odd
2590,438343,Odd
2591,957437,Odd
2592,638816,Even
2593,582412,Even
2594,865780,Even
2595,194678,Even
2596,38381,Odd
2597,730183,Odd
2598,574767,Odd
2599,299958,Even
2600,819441,Odd
2601,453718,Even
2602,17078,Even
2603,613966,Even
2604,593671,Odd
2605,296184,Even
2606,834428,Even
2607,795555,Odd
2608,531347,Odd
2609,392180,Even
2610,20762,Even
2611,881510,Even
2612,39396,Even
2613,334459,Odd
2614,326953,Odd
2615,487506,Even
2616,633213,Odd
2617,927106,Even
2618,414046,Even
2619,27580,Even
2620,966120,Even
2621,327316,Even
2622,430520,Even
2623,189466,Even
2624,205446,Even
2625,927683,Odd
2626,775557,Odd
2627,149952,Even
2628,408132,Even
2629,711844,Even
2630,79284,Even
2631,578928,Even
2632,530791,Odd
2633,416649,Odd
2634,485641,Odd
2635,284546,Even
2636,911629,Odd
2637,265630,Even
2638,105465,Odd
2639,253172,Even
2640,902776,Even
2641,799991,Odd
2642,989473,Odd
2643,253427,Odd
2644,952527,Odd
2645,20252,Even
2646,774146,Even
2647,55210,Even
2648,93915,Odd
2649,364640,Even
2650,319427,Odd
2651,89603,Odd
2652,825975,Odd
2653,352760,Even
2654,308687,Odd
2655,439924,Even
2656,478379,Odd
2657,289278,Even
2658,56335,Odd
2659,903164,Even
2660,443642,Even
2661,693072,Even
2662,964383,Odd
2663,584131,Odd
2664,881667,Odd
2665,771024,Even
2666,228602,Even
2667,730304,Even
2668,944574,Even
2669,473921,Odd
2670,752215,Odd
2671,715233,Odd
2672,232100,Even
2673,135780,Even
2674,117029,Odd
2675,473997,Odd
2676,412442,Even
2677,646695,Odd
2678,714007,Odd
2679,984176,Even
2680,426520,Even
2681,407702,Even
2682,349523,Odd
2683,559798,Even
2684,542960,Even
2685,880436,Even
2686,351745,Odd
2687,233816,Even
2688,31367,Odd
2689,44113,Odd
2690,92720,Even
2691,978442,Even
2692,930433,Odd
2693,689002,Even
2694,499924,Even
2695,593985,Odd
2696,849478,Even
2697,844880,Even
2698,329207,Odd
2699,156376,Even
2700,852259,Odd
2701,448661,Odd
2702,763713,Odd
2703,466910,Even
2704,653681,Odd
2705,942303,Odd
2706,683774,Even
2707,27766,Even
2708,104031,Odd
2709,514108,Even
2710,890464,Even
2711,635834,Even
2712,922978,Even
2713,409284,Even
2714,286302,Even
2715,268981,Odd
2716,947832,Even
2717,6621,Odd
2718,951905,Odd
2719,427189,Odd
2720,728556,Even
2721,311109,Odd
2722,291555,Odd
2723,337829,Odd
2724,947656,Even
2725,716090,Even
2726,311106,Even
2727,529605,Odd
2728,66768,Even
2729,824034,Even
2730,393792,Even
2731,676287,Odd
2732,505849,Odd
2733,59433,Odd
2734,143122,Even
2735,257959,Odd
2736,405663,Odd
2737,326436,Even
2738,465066,Even
2739,112970,Even
2740,440107,Odd
2741,800773,Odd
2742,379168,Even
2743,188888,Even
2744,237547,Odd
2745,277071,Odd
2746,379609,Odd
2747,348792,Even
2748,192315,Odd
2749,94824,Even
2750,549281,Odd
2751,315984,Even
2752,299230,Even
2753,773610,Even
2754,350976,Even
2755,379727,Odd
2756,334931,Odd
2757,292396,Even
2758,903464,Even
2759,172249,Odd
2760,847915,Odd
2761,758457,Odd
2762,395587,Odd
2763,596279,Odd
2764,431683,Odd
2765,440831,Odd
2766,224009,Odd
2767,270441,Odd
2768,961409,Odd
2769,467177,Odd
2770,564599,Odd
2771,780675,Odd
2772,682536,Even
2773,565491,Odd
2774,16169,Odd
2775,316806,Even
2776,120610,Even
2777,991003,Odd
2778,923538,Even
2779,263769,Odd
2780,684353,Odd
2781,802983,Odd
2782,633509,Odd
2783,925022,Even
2784,688173,Odd
2785,73986,Even
2786,205152,Even
2787,946983,Odd
2788,794250,Even
2789,32577,Odd
2790,656842,Even
2791,983139,Odd
2792,474375,Odd
2793,289899,Odd
2794,67251,Odd
2795,796315,Odd
2796,580041,Odd
2797,28918,Even
2798,430844,Even
2799,930667,Odd
2800,25108,Even
2801,834585,Odd
2802,170271,Odd
2803,987638,Even
2804,267974,Even
2805,488156,Even
2806,17377,Odd
2807,824064,Even
2808,145945,Odd
2809,508133,Odd
2810,530972,Even
2811,722863,Odd
2812,478664,Even
2813,694241,Odd
2814,195525,Odd
2815,871068,Even
2816,328893,Odd
2817,607683,Odd
2818,800421,Odd
2819,672277,Odd
2820,625868,Even
2821,821392,Even
2822,319000,Even
2823,106293,Odd
2824,53387,Odd
2825,916937,Odd
2826,165993,Odd
2827,885579,Odd
2828,40614,Even
2829,396378,Even
2830,33495,Odd
2831,57918,Even
2832,883218,Even
2833,727391,Odd
2834,886964,Even
2835,46495,Odd
2836,767208,Even
2837,831824,Even
2838,334535,Odd
2839,986515,Odd
2840,389631,Odd
2841,871198,Even
2842,808592,Even
2843,450774,Even
2844,430506,Even
2845,686301,Odd
2846,322993,Odd
2847,946546,Even
2848,808234,Even
2849,800958,Even
2850,59679,Odd
2851,322489,Odd
2852,879759,Odd
2853,667466,Even
2854,500485,Odd
2855,184883,Odd
2856,21238,Even
2857,119894,Even
2858,237116,Even
2859,589533,Odd
2860,476695,Odd
2861,288716,Even
2862,476797,Odd
2863,178471,Odd
2864,403781,Odd
2865,330934,Even
2866,420072,Even
2867,301992,Even
2868,553231,Odd
2869,302070,Even
2870,923488,Even
2871,489366,Even
2872,857095,Odd
2873,586157,Odd
2874,263999,Odd
2875,35123,Odd
2876,807642,Even
2877,871553,Odd
2878,636997,Odd
2879,336013,Odd
2880,785107,Odd
2881,692340,Even
2882,16490,Even
2883,65722,Even
2884,623153,Odd
2885,105893,Odd
2886,87046,Even
2887,862899,Odd
2888,474928,Even
2889,740170,Even
2890,504116,Even
2891,456381,Odd
2892,232340,Even
2893,891122,Even
2894,703723,Odd
2895,142173,Odd
2896,612165,Odd
2897,29631,Odd
2898,424343,Odd
2899,602192,Even
2900,332525,Odd
2901,556266,Even
2902,361568,Even
2903,268246,Even
2904,711348,Even
2905,883553,Odd
2906,790128,Even
2907,255693,Odd
2908,421208,Even
2909,770143,Odd
2910,525802,Even
2911,479473,Odd
2912,461894,Even
2913,672309,Odd
2914,857347,Odd
2915,31536,Even
2916,101760,Even
2917,445288,Even
2918,160304,Even
2919,553960,Even
2920,707006,Even
2921,221778,Even
2922,930137,Odd
2923,567751,Odd
2924,850254,Even
2925,999982,Even
2926,440070,Even
2927,244969,Odd
2928,504221,Odd
2929,562367,Odd
2930,345680,Even
2931,768262,Even
2932,546460,Even
2933,720330,Even
2934,829586,Even
2935,835363,Odd
2936,873843,Odd
2937,316974,Even
2938,577435,Odd
2939,529852,Even
2940,404699,Odd
2941,967916,Even
2942,841962,Even
2943,344870,Even
2944,262377,Odd
2945,312975,Odd
2946,185918,Even
2947,462993,Odd
2948,415689,Odd
2949,797083,Odd
2950,79930,Even
2951,982744,Even
2952,434247,Odd
2953,399136,Even
2954,775532,Even
2955,156964,Even
2956,112596,Even
2957,260432,Even
2958,391021,Odd
2959,613023,Odd
2960,893538,Even
2961,295396,Even
2962,624324,Even
2963,740816,Even
2964,947963,Odd
2965,882328,Even
2966,528860,Even
2967,948588,Even
2968,292276,Even
2969,128548,Even
2970,455705,Odd
2971,163272,Even
2972,544678,Even
2973,183046,Even
2974,826074,Even
2975,730875,Odd
2976,219810,Even
2977,444831,Odd
2978,641303,Odd
2979,425551,Odd
2980,780195,Odd
2981,822407,Odd
2982,652213,Odd
2983,155410,Even
2984,347294,Even
2985,474559,Odd
2986,836344,Even
2987,793279,Odd
2988,788283,Odd
2989,883613,Odd
2990,598094,Even
2991,329991,Odd
2992,237142,Even
2993,308842,Even
2994,763500,Even
2995,671896,Even
2996,897152,Even
2997,380508,Even
2998,446554,Even
2999,169580,Even
3000,280443,Odd
3001,508658,Even
3002,454012,Even
3003,564635,Odd
3004,287648,Even
3005,933789,Odd
3006,143406,Even
3007,810798,Even
3008,63031,Odd
3009,567207,Odd
3010,563701,Odd
3011,370145,Odd
3012,73876,Even
3013,951239,Odd
3014,744355,Odd
3015,30069,Odd
3016,104657,Odd
3017,834122,Even
3018,849453,Odd
3019,471254,Even
3020,499640,Even
3021,769838,Even
3022,302515,Odd
3023,752281,Odd
3024,639715,Odd
3025,911682,Even
3026,449036,Even
3027,192682,Even
3028,394698,Even
3029,378100,Even
3030,16610,Even
3031,752471,Odd
3032,600545,Odd
3033,497632,Even
3034,417696,Even
3035,960251,Odd
3036,476481,Odd
3037,712897,Odd
3038,990940,Even
3039,745442,Even
3040,933002,Even
3041,560523,Odd
3042,8681,Odd
3043,979737,Odd
3044,870178,Even
3045,957995,Odd
3046,767063,Odd
3047,88965,Odd
